PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Tema,Total de egresos,1716269366,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Capítulo,Servicios personales,880708915,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Concepto,Remuneraciones al personal,385438426,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Partida Genérica,Dependencias diversas,385438426,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Concepto,Remuneraciones adicionales y especiales,131748241,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Partida Genérica,Primas por años de servicios efectivos prestados,3470758,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Partida Genérica,"Primas de vacaciones, dominical y gratificación de fin de año",55969546,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Partida Genérica,Horas extraordinarias,34037383,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Partida Genérica,Compensaciones,38270554,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Concepto,Seguridad social,79699492,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Partida Genérica,Aportaciones a fondos de vivienda,17574231,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Partida Genérica,Aportaciones para seguros,15407280,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Partida Genérica,Otras cuotas de seguridad social y seguros,46717981,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Concepto,Otras prestaciones sociales y económicas,263775984,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Partida Genérica,Cuotas para el fondo de ahorro y fondo de trabajo,35766953,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Partida Genérica,Indemnizaciones,11350934,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Partida Genérica,Prestaciones y haberes de retiro,13531947,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Partida Genérica,Apoyos a la capacitación de los servidores públicos,80397,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Partida Genérica,Otras prestaciones sociales y económicas,203045753,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Concepto,Pago de estímulos a servidores públicos,20046772,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Partida Genérica,Estímulos,20046772,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Capítulo,Materiales y suministros,111592626,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Concepto,"Materiales de administración, emisión de documentos y artículos oficiales",4699571,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de oficina",2152888,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2017,9,2,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de tecnologías de la información y comunicaciones",1068979,Cifras Definitivas
