PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Tema,Total de egresos,1495365070,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Capítulo,Servicios personales,849700488,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Concepto,Remuneraciones al personal,358420088,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Partida Genérica,Dependencias diversas,358420088,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Concepto,Remuneraciones adicionales y especiales,130508160,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Partida Genérica,Primas por años de servicios efectivos prestados,3500265,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Partida Genérica,"Primas de vacaciones, dominical y gratificación de fin de año",67135119,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Partida Genérica,Horas extraordinarias,17436947,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Partida Genérica,Compensaciones,31147861,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Partida Genérica,Otras remuneraciones adicionales y especiales,11287968,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Concepto,Seguridad social,67085831,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Partida Genérica,Aportaciones de seguridad social,44326649,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Partida Genérica,Aportaciones a fondos de vivienda,15029548,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Partida Genérica,Aportaciones para seguros,7729634,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Concepto,Otras prestaciones sociales y económicas,274644039,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Partida Genérica,Cuotas para el fondo de ahorro y fondo de trabajo,22314766,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Partida Genérica,Prestaciones y haberes de retiro,4386370,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Partida Genérica,Apoyos a la capacitación de los servidores públicos,57600,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Partida Genérica,Otras prestaciones sociales y económicas,247885303,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Concepto,Pago de estímulos a servidores públicos,19042370,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Partida Genérica,Estímulos,19042370,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Capítulo,Materiales y suministros,85702940,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Concepto,"Materiales de administración, emisión de documentos y artículos oficiales",4842280,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de oficina",2038172,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Partida Genérica,Materiales y útiles de impresión y reproducción,143181,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de tecnologías de la información y comunicaciones",1488148,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Partida Genérica,Material impreso e información digital,71308,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2013,9,2,Egresos,Partida Genérica,Material de limpieza,566593,Cifras Definitivas
