PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Tema,Total de egresos,1769434808,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Capítulo,Servicios personales,878865617,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Concepto,Remuneraciones al personal,383046130,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Dependencias diversas,383046130,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Concepto,Remuneraciones adicionales y especiales,132743456,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Primas por años de servicios efectivos prestados,3410801,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,"Primas de vacaciones, dominical y gratificación de fin de año",54542410,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Horas extraordinarias,40522092,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Compensaciones,34268153,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Concepto,Seguridad social,84148519,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Aportaciones de seguridad social,48313659,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Aportaciones a fondos de vivienda,16523341,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Aportaciones al sistema para el retiro,5294902,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Aportaciones para seguros,14016617,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Concepto,Otras prestaciones sociales y económicas,258924011,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Cuotas para el fondo de ahorro y fondo de trabajo,26303557,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Indemnizaciones,1899960,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Prestaciones y haberes de retiro,13204999,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Apoyos a la capacitación de los servidores públicos,70400,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Otras prestaciones sociales y económicas,217445095,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Concepto,Pago de estímulos a servidores públicos,20003501,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Estímulos,20003501,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Capítulo,Materiales y suministros,79121803,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Concepto,"Materiales de administración, emisión de documentos y artículos oficiales",4485667,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de oficina",1651504,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Materiales y útiles de impresión y reproducción,127695,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de tecnologías de la información y comunicaciones",1492514,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Material impreso e información digital,146581,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Material de limpieza,734751,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Materiales y útiles de enseñanza,332622,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Concepto,Alimentos y utensilios,1077420,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Productos alimenticios para personas,899812,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Productos alimenticios para animales,67964,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Utensilios para el servicio de alimentación,109644,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Concepto,"Herramientas, refacciones y accesorios menores",3471818,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Herramientas menores,896035,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Refacciones y accesorios menores de edificios,31596,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,"Refacciones y accesorios menores de mobiliario y equipo de administración, educacional y recreativo",2825,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Refacciones y accesorios menores de equipo de cómputo y tecnologías de la información,252907,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Refacciones y accesorios menores de equipo de transporte,1966910,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Refacciones y accesorios menores de maquinaria y otros equipos,12289,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Refacciones y accesorios menores otros bienes muebles,309256,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Concepto,Materiales y artículos de construcción y de reparación,16598387,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Productos minerales no metálicos,8569631,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Cemento y productos de concreto,621534,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,"Cal, yeso y productos de yeso",1027,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Madera y productos de madera,312537,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Vidrio y productos de vidrio,1523,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Material eléctrico y electrónico,1389591,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Artículos metálicos para la construcción,1228414,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2015,9,2,Egresos,Partida Genérica,Materiales complementarios,65585,Cifras Definitivas
