PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Tema,Total de egresos,1904912261,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Capítulo,Servicios personales,971244168,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Concepto,Remuneraciones al personal,415526232,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,Dependencias diversas,415526232,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Concepto,Remuneraciones adicionales y especiales,145260850,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,Primas por años de servicios efectivos prestados,3560020,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,"Primas de vacaciones, dominical y gratificación de fin de año",60927607,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,Horas extraordinarias,38718847,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,Compensaciones,42054376,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Concepto,Seguridad social,86333603,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,Aportaciones de seguridad social,51871175,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,Aportaciones a fondos de vivienda,18664556,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,Aportaciones para seguros,15797872,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Concepto,Otras prestaciones sociales y económicas,303087849,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,Cuotas para el fondo de ahorro y fondo de trabajo,34768276,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,Indemnizaciones,4824903,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,Prestaciones y haberes de retiro,12175005,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,Apoyos a la capacitación de los servidores públicos,95400,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,Otras prestaciones sociales y económicas,251224265,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Concepto,Pago de estímulos a servidores públicos,21035634,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,Estímulos,21035634,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Capítulo,Materiales y suministros,123639115,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Concepto,"Materiales de administración, emisión de documentos y artículos oficiales",12338953,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de oficina",4134155,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,Materiales y útiles de impresión y reproducción,214091,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de tecnologías de la información y comunicaciones",2981412,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,Material impreso e información digital,1024241,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,Material de limpieza,2209424,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,Materiales y útiles de enseñanza,1775630,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Concepto,Alimentos y utensilios,2635416,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,Productos alimenticios para personas,2469954,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,Productos alimenticios para animales,154237,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,Utensilios para el servicio de alimentación,11225,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Concepto,"Herramientas, refacciones y accesorios menores",15497068,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,Herramientas menores,3675641,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,Refacciones y accesorios menores de edificios,320036,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2019,9,2,Egresos,Partida Genérica,"Refacciones y accesorios menores de mobiliario y equipo de administración, educacional y recreativo",206754,Cifras Definitivas
